municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;matriculas_rede_municipal;aprovacao;reprovacao;abandono;taxa_part_p_brasil_2015;taxa_part_p_brasil_2017;taxa_part_ana_2014;taxa_part_ana_2016;pob_ed_mt_2015;inten_pob_ed_mt_2015;pob_ed_lp_2015;inten_pob_ed_lp_2015;pob_ed_mt_2017;inten_pob_ed_mt_2017;pob_ed_lp_2017;inten_pob_ed_lp_2017;pob_ed_lpo_2014;inten_pob_ed_lpo_2014;pob_ed_lpo_2016;inten_pob_ed_lpo_2016;dados_imputados;pob_ed_p_brasil_2015;pob_ed_p_brasil_2017;ia_p_brasil_2015;ia_p_brasil_2017;avanco_ia_p_brasil;ia_p_brasil_2015_norm;ia_p_brasil_2017_norm;ia_ana_2014;ia_ana_2016;avanco_ia_ana;ia_ana_2014_norm;ia_ana_2016_norm;ind_rendimento;log_matriculas_rede_municipal;ind_matriculas;ide;ide2;share_ide;share_ide2;ind_alt1;ind_alt2;transf_alt1;transf_alt2;ind_alt3;ind_alt4;transf_alt3;transf_alt4;var_transf_alt1;var_perc_transf_alt1;var_transf_alt2;var_perc_transf_alt2;var_transf_alt3;var_perc_transf_alt3;var_transf_alt4;var_perc_transf_alt4;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_alt1;quintil_var_perc_transf_alt2;quintil_var_perc_transf_alt3;quintil_var_perc_transf_alt4;quintil_ben_var_perc_transf_alt1;quintil_ben_var_perc_transf_alt2;quintil_ben_var_perc_transf_alt3;quintil_ben_var_perc_transf_alt4;quintil_prej_var_perc_transf_alt1;quintil_prej_var_perc_transf_alt2;quintil_prej_var_perc_transf_alt3;quintil_prej_var_perc_transf_alt4;faixa_pop
ARARAS;2018;2016;182;2807851862;118843;82557334;46488,4;0;0;0,27026878;135942,42525178;27188,485050356;73,4819868460796;5486186804;0,00279717258366324;0,00288019065585913;0,00186402244907809;0,00261064349701488;0;0,270280412814809;3503307;4096;97,7;2,2;0,1;0,913931436907367;0,940298507462687;0,869109947643979;0,926274509803922;0,0501222493887531;0,748750847188264;0,0354523227383863;0,528983667481663;0,0749385749385749;1,5259292027027;0,0540540540540541;0,875610453316953;0,407912687585266;31,7120457858117;0,335820895522388;27,5818278656716;FALSE;0,0427872860635697;0,0644963144963145;0,874826791073922;0,879652719204958;0,477989764772542;0,699584298577413;0,737424114629;0,514588973093434;0,615212174422008;0,585353509542684;0,437514970506643;0,549156941499266;0,145061728395062;8,31776616671934;8,31776616671934;3,85354643362078;3,96485815845895;0,00186184827263661;0,00206853198362919;0,255416271512989;0,264072181770381;69,4438147964858;71,7972256627888;0,259239920166352;0,266139018880306;70,4834069389834;72,3591673614362;-4,0381720495938;-0,0549545844215186;-1,6847611832907;-0,0229275398720467;-2,99857990709613;-0,0408070063943312;-1,1228194846433;-0,0152802003978912;523,72292265;482,83244877;0,781;0,763;0,859;0,728;644,831;NA;94,62;6,13;7,55;8,17;8,95;9,18;15,86;14,29;11,37;6,81;5,78;0,920321637426901;13,68;0,00440684703895055;0,004062775668487;1;1;2;4;1;3;1;2;1;3;2;5;4;5;4;NA;NA;NA;NA;3;2;2;1;50 mil a 150 mil
ARCO-IRIS;2018;2016;775;70165566;1925;348405;24750,9;0;0;0,01299088;135942,42525178;27188,485050356;3,53202346670969;131082590;6,68334200133754e-05;4,6652869857954e-05;7,86646939654148e-06;0,00138993331950047;0;0,0129957347284525;3503356;96;100;0;0;0,937007874015748;1,0625;0,933333333333333;0,96;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0;0;0;0;0,464285714285714;26,8367858214286;0,0833333333333333;7,66212583333333;TRUE;0,0780837041719831;0;0,863842828374284;1;0,682529014861596;0,673222788098281;1;0,5;0,88;1;0,412128712871287;1;0;4,56434819146784;4,56434819146784;2,78204968305828;3,21676411811627;0,0013441525841235;0,00167823896749449;0,0299265281236672;0,01889778055241;8,13656962499385;5,13802024034109;0,0361071262160305;0,0222386443861199;9,81698061335862;6,04635050432205;4,60454615828416;1,30365672869484;1,6059967736314;0,454695952268826;6,28495714664893;1,77942111820219;2,51432703761236;0,71186589254307;16,54265951;14,82766005;0,722;0,671;0,809;0,694;264,904;NA;56,99;5,71;7,22;8,57;7,53;7,43;13,82;13,97;12,57;9,92;7,78;1,36890951276102;12,93;0,00859358935584416;0,00770268054545455;3;3;2;5;4;1;5;5;5;1;1;1;1;1;1;2;2;1;1;NA;NA;NA;NA;Até 20 mil
AREALVA;2018;2016;183;219833429;7841;1697087;41449,2;11,05;0;0,02704464;135942,42525178;27188,485050356;7,3530279033226;344869676;0,000175834333956818;0,000190028650678554;3,83177134334134e-05;0,00232765774766327;0,00201299612156675;0,0271156169042781;3503406;483;99,6;0;0,4;0,973684210526316;0,92;0,965909090909091;0,967479674796748;0,0945945945945946;2,09393036486487;0,0675675675675676;0,696600364864865;0,0434782608695652;1,02520024637681;0,0289855072463768;0,731303347826087;0,270588235294118;20,1543372352941;0,38655462184874;33,0690813445378;FALSE;0,0810810810810811;0,036231884057971;0,894736842105263;0,886666666666667;0,457904983093685;0,747368421052632;0,752727272727273;0,704545454545455;0,59349593495935;0,271192307645429;0,768058055805581;0,51218161683278;0,037037037037037;6,18001665365257;6,18001665365257;2,67406757014646;2,17924372109181;0,00129198082134248;0,00113694744100343;0,0373191265221977;0,0279525330715544;10,1465051354112;7,59987027535538;0,0344510089859254;0,0264021992681639;9,36670742783513;7,17835800098995;2,79347723208857;0,379908422600475;0,246842372032776;0,0335701666413146;2,01367952451253;0,27385718522877;-0,174669902332654;-0,0237548265325807;29,67162897;27,97321791;0,744;0,718;0,84;0,683;504,973;NA;78,77;6,47;7,5;7,6;7,38;6,91;13,15;14,42;12,41;9,78;8,61;1,31639226914817;13,97;0,00378416387833185;0,0035675574429282;2;2;1;4;3;1;4;4;4;3;3;3;4;3;5;4;5;4;NA;NA;NA;NA;2;Até 20 mil
AREIAS;2018;2016;184;26865741;3696;943003;24369,1;0,92;0;0,01026254;135942,42525178;27188,485050356;2,79022915368681;44097425;2,2483395594589e-05;8,95735101272717e-05;2,12916124635031e-05;0,00136849262274256;0,000167597867134969;0,0102697037547544;3503505;269;98,9;1,1;0;0,88;0,984375;0,78125;0,907407407407407;0,227272727272727;3,06061738636364;0,227272727272727;2,08624254545455;0,126984126984127;1,90732596825397;0,0476190476190476;0,384541444444444;0,44;31,38254576;0,387755102040816;22,9123608163265;FALSE;0,227272727272727;0,0873015873015873;0,68;0,8984375;0,810674886437379;0,232;0,778409090909091;0,4375;0,555555555555556;0,611226325520964;0,303372524752475;0,447582133628645;0,0679012345679012;5,59471137960184;5,59471137960184;3,66826760910931;3,14842233483043;0,00177233045695307;0,00164258393044268;0,034602117798007;0,0202986837499877;9,40779162461772;5,51890459678446;0,0322018070575648;0,0190012184848838;8,75518349779049;5,16614344714812;6,61756247093091;2,37169139394409;2,72867544309765;0,977939550051715;5,96495434410369;2,13780088141579;2,37591429346132;0,851512245982362;19,38936992;17,3399579;0,697;0,627;0,803;0,672;305,227;Vale do Paraíba e Litoral Norte;67,05;8,55;9,82;9,44;7,66;7,12;14,85;13,15;10,01;6,17;5,9;0,657049537289058;18,37;0,00524604164502165;0,0046915470508658;3;3;2;1;5;4;5;5;5;2;2;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
AREIOPOLIS;2018;2016;185;89824122;10579;795812;9259,2;0;0;0,01393623;135942,42525178;27188,485050356;3,78904981013323;151548746;7,72682397709593e-05;0,00025638478453366;1,79682574687518e-05;0,000519967782663207;0;0,0139559082506623;3503604;764;95,1;4,9;0;0,958333333333333;0,913907284768212;0,902061855670103;0,880239520958084;0,0815217391304348;1,46463782608696;0,0217391304347826;0,374887304347826;0,0579710144927536;1,0014901884058;0,0434782608695652;0,938053369565217;0,53448275862069;39,8884641321839;0,517006802721088;34,4195225170068;FALSE;0,0516304347826087;0,0507246376811594;0,908854166666667;0,867549668874172;0,406144844450365;0,78125;0,71101745936183;0,419925346605048;0,425149700598802;0,44376409542824;0,272790887780566;0,225545586567728;0,302469135802469;6,63856778916652;6,63856778916652;2,9633519423445;2,71598953295506;0,00143174911477177;0,00141697659577897;0,0323902861509121;0,0223996893438882;8,80642810790828;6,09013618858924;0,0321169945495454;0,0222519641539603;8,73212426172681;6,04997194741007;5,01737829777505;1,32417850099432;2,30108637845601;0,607299057484573;4,94307445159358;1,30456834807874;2,26092213727684;0,596698974827502;32,03557039;30,99274971;0,695;0,686;0,823;0,594;85,907;NA;88,86;8,58;9,31;9,28;10,4;8,88;15,9;13,19;8,5;4,95;3,93;0,49636668529905;17,89;0,00302822293127895;0,00292964833254561;4;5;2;1;5;5;3;3;4;5;5;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
ARIRANHA;2018;2016;186;828516343;8547;1222084;11927,3;0;0;0,0661653;135942,42525178;27188,485050356;17,9893426990232;1505108386;0,000767390550699308;0,000207138742169316;2,75928485125156e-05;0,000669799954008863;0;0,0662626247997361;3503703;521;98,8;1,2;0;0,768115942028985;0,942857142857143;0,992537313432836;0,96969696969697;0,0188679245283019;0,172513811320755;0,0188679245283019;0,491242339622641;0,0303030303030303;0,361037121212121;0;0;0,338345864661654;22,8503693383459;0,354166666666667;18,0087430208333;FALSE;0,0188679245283019;0,0151515151515152;0,753623188405797;0,928571428571429;0,7429433980516;0,408695652173913;0,844155844155844;0,656716417910448;0,626262626262626;0,390811173257693;0,684830796512487;0,567972079599987;0,0740740740740741;6,25575004175337;6,25575004175337;3,93744428589021;3,10381527223786;0,00190238367918133;0,0016193116891718;0,0929139464583777;0,0785043644937756;25,2618944425318;21,3441474042672;0,0876771146432015;0,0756736445936804;23,8380792073503;20,5745175474123;7,27255174350861;0,404270009481975;3,35480470524398;0,186488453823615;5,84873650832714;0,325122301919609;2,58517484838912;0,143705909195309;44,06898352;39,93028891;0,733;0,73;0,813;0,663;132,624;NA;94,7;6,58;7,61;7,44;9,37;9;15,99;13,36;10,82;6,66;6,32;0,914728682170543;14,19;0,00515607622791623;0,00467184847431847;4;5;2;4;3;3;4;2;3;2;2;3;3;3;3;4;3;4;4;NA;NA;NA;NA;Até 20 mil
ARTUR NOGUEIRA;2018;2016;187;601965550;44177;15822161;12781,58;0;0;0,06767352;135942,42525178;27188,485050356;18,3994048682497;1205018942;0,000614387746494476;0,00107064095154017;0,000357240984755248;0,00071777365339688;0;0,0676521021813677;3503802;3239;95,7;4,3;0;0,975490196078431;0,935587761674718;0,933870967741935;0,872785829307568;0,0552763819095477;0,748456850921273;0,0251256281407035;0,412667335008375;0,0774526678141136;1,43191441652324;0,0327022375215146;0,506678263339071;0,426597582037997;26,4604886096718;0,372222222222222;23,1782181851852;FALSE;0,0402010050251256;0,0550774526678141;0,936274509803922;0,884057971014493;0,389150101820487;0,847058823529412;0,74703557312253;0,535483870967742;0,54791554839864;0,454461087386821;0,473874161609709;0,434573815795027;0,265432098765432;8,08301991917133;8,08301991917133;3,52406408661501;3,42987362495128;0,00170265825139154;0,00178942171686048;0,0797217045463607;0,0743495574976241;21,6751237224763;20,2145183252474;0,0813268286575361;0,0752171921523135;22,1115326514829;20,4504150436293;3,27571885422659;0,178033956950381;1,81511345699769;0,0986506612575212;3,71212778323317;0,20175260068541;2,05101017537963;0,111471549762943;151,39916625;140,51772946;0,749;0,745;0,827;0,681;178,026;Campinas;90,54;7,48;8,55;8,38;9,39;9,76;16,47;13,62;9,48;5,7;4,39;0,629444791016843;16,03;0,00342710383796998;0,0031807893125382;4;4;2;2;2;5;2;3;2;4;4;4;3;4;3;4;4;4;4;NA;NA;NA;NA;20 mil a 50 mil
ARUJA;2018;2016;188;2441267070;74905;64894526;728,9;0;0,104674;0,24375605;135942,42525178;27188,485050356;66,2735772135883;5382972177;0,00274454784899928;0,00181534193075846;0,00146522237850222;4,09327497821854e-05;0;0,243258136959462;3503901;5790;98,5;1,4;0,1;0,871681415929204;0,912835249042146;0,874427131072411;0,926116838487973;0,147208121827411;2,58278736548223;0,0761421319796954;1,10837167715736;0,0671563483735572;1,19627952885624;0,0335781741867786;0,508793546694648;0,372631578947368;26,1782611778947;0,391933815925543;29,486681540848;FALSE;0,111675126903553;0,0503672612801679;0,774336283185841;0,866858237547893;0,614570207961665;0,458407079646018;0,709508881922675;0,548587968546481;0,563140331986482;0,457608574992156;0,496676588832119;0,460496412435455;0,095679012345679;8,66388757056704;8,66388757056704;4,58995178942445;3,96624080321167;0,00221764391783795;0,00206925333223201;0,256182205425961;0,252762638535786;69,6520606239098;68,7223321911875;0,253436979592252;0,251278732679727;68,9056753085132;68,3188806693515;3,37848341032154;0,0509778338874521;2,44875497759922;0,0369491897156435;2,63209809492484;0,0397156484618605;2,04530345576318;0,0308615219180265;299,94459077;284,27984609;0,784;0,761;0,866;0,73;96,167;São Paulo;96,01;8,24;9,49;8,97;8,77;8,94;16,26;13,74;10,17;5,03;3,22;0,465313028764805;17,73;0,00400433336586343;0,00379520520779654;5;5;2;1;1;5;1;1;1;3;3;4;4;4;4;5;5;5;5;NA;NA;NA;NA;50 mil a 150 mil
ASPASIA;2018;2016;736;19285195;1809;110322;6755,7;0;0;0,00616952;135942,42525178;27188,485050356;1,67739902287872;34853740;1,77704349941284e-05;4,38415800379422e-05;2,4909075264857e-06;0,000379379033754301;0;0,00617186043274079;3503950;34;100;0;0;0,937007874015748;0,947368421052632;1;0,952380952380952;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0,0756914119359534;1,40601231868132;0,0512820512820513;0,779133773790952;0,404328018223235;27,654169038961;0,391933815925543;27,6027452307692;TRUE;0,0780837041719831;0,0634867316090024;0,863842828374284;0,887223096370419;0,506886854763611;0,673222788098281;0,753941301171823;0,595671981776765;0,579110651499483;0,411430137962356;0,578607433636302;0,487688401639485;0;3,52636052461616;3,52636052461616;1,60421324551716;1,40933843468839;0,000775078674035985;0,000735275137571109;0,0156866835393843;0,0094711682404009;4,26497160900215;2,57506716113546;0,0149503181147841;0,00907313287575214;4,06476500561873;2,46684737552281;2,58757258612342;1,54261004735932;0,89766813825674;0,535154799790081;2,38736598274;1,42325466402314;0,789448352644082;0,470638376365121;0,0983171;13,95127105;0,735;0,699;0,864;0,657;69,373;NA;69,49;6,03;7,08;8,35;7,85;6,14;13,27;16,64;12,49;9,84;7,47;1,32036613272311;13,11;5,4348866777225e-05;0,00771214541182974;5;5;2;5;3;1;5;5;5;1;5;1;1;1;1;1;2;1;2;NA;NA;NA;NA;Até 20 mil
ASSIS;2018;2016;189;1080056860;95144;44976878;36050,3;0;0,234154;0,12901286;135942,42525178;27188,485050356;35,0766421541367;2156952703;0,00109973815705491;0,00230583929857931;0,00101551135700974;0,00202447236860025;0;0,128978529902352;3504008;5074;98,2;1,8;0;0,939461883408072;0,919753086419753;0,902195608782435;0,921252371916509;0,0894988066825776;1,4199926300716;0,0608591885441527;0,950169612171838;0,0503355704697987;1,05870742281879;0,0492170022371365;0,799395876957494;0,337389380530973;20,896780420354;0,390899689762151;27,7063341985522;FALSE;0,0751789976133652;0,0497762863534676;0,868834080717489;0,873971193415638;0,478474413027617;0,685201793721973;0,725028058361392;0,597804391217565;0,5611351055417;0,381586238340253;0,582318037192941;0,457082197973824;0,111111111111111;8,53188474015923;8,53188474015923;3,87614172997455;3,3995417884965;0,00187276523295113;0,00177359709683087;0,124390356730773;0,128071486288612;33,8198535438306;34,8206969033481;0,122555746212548;0,12707980492741;33,3210507373508;34,5510737647103;-1,25678861030612;-0,0358297868075125;-0,255945250788677;-0,00729674321914798;-1,75559141678591;-0,0500501561429781;-0,525568389426404;-0,0149834293464268;351,64259565;323,70963613;0,805;0,771;0,865;0,781;460,609;NA;95,64;6,01;7,13;7,75;8,87;8,48;15,53;14,33;11,8;7,46;6,67;1,07534246575342;13,14;0,00369589880234171;0,00340231266427731;2;2;2;5;1;2;1;2;1;4;4;5;4;5;4;NA;NA;NA;NA;2;1;2;1;50 mil a 150 mil
ATIBAIA;2018;2016;190;3017980306;126603;136590505;19550;0;0,521413;0,28073787;135942,42525178;27188,485050356;76,3283738156379;5592223480;0,00285123616070982;0,00306825625071509;0,0030840115022478;0,00109786700266391;0;0,281002778186272;3504107;8213;100;0;0;0,898681055155875;0,920990566037736;0,870036101083033;0,909371146732429;0,0763688760806916;1,331768120317;0,0331412103746398;0,501506404899135;0,0471765546819157;0,810625306647605;0,0221586847748392;0,349135063616869;0,312647289866457;22,8892335074627;0,319301032565528;23,3568377760127;FALSE;0,0547550432276657;0,0346676197283774;0,849473735132931;0,889062015320917;0,53212970308317;0,638736964319035;0,757953487972909;0,598021671993443;0,619008000595466;0,467157761205341;0,582696127255918;0,555619934568692;0;9,01347354374019;9,01347354374019;4,24416094259297;3,88610126577061;0,00205057441395193;0,0020274432119894;0,272889472724834;0,281539768337321;74,1945134957869;76,5463978251995;0,272461545488528;0,281308456317696;74,0781665631172;76,483507591324;-2,13386031985095;-0,0279563183804366;0,218024009561645;0,00285639531752971;-2,25020725252064;-0,0294806130411706;0,155133775686124;0,0020324522576733;509,17300932;471,89856055;0,765;0,786;0,851;0,67;478,521;NA;91,02;7,11;8,27;8,03;8,51;8,53;15,87;13,91;10,7;6,85;5,87;0,82704811443433;15,38;0,00402180840359233;0,00372738845485494;3;2;2;3;2;3;1;2;1;3;3;5;4;5;4;NA;5;NA;5;2;NA;2;NA;50 mil a 150 mil
AURIFLAMA;2018;2016;191;236307889;14202;4453858;38966,9;0,24;0;0,03227008;135942,42525178;27188,485050356;8,77374587653792;454524506;0,000231742653359763;0,00034418912089489;0,000100561523667977;0,00218825952460892;4,37211827308615e-05;0,0322771222043061;3504206;602;99,8;0,2;0;0,945578231292517;0,941176470588235;0,876923076923077;0,958677685950413;0,0647482014388489;1,08294152517986;0,0503597122302158;0,89790426618705;0,114583333333333;2,15028611458333;0,0208333333333333;0,410880864583334;0,300884955752212;15,1826672566372;0,232758620689655;9,58875706896552;FALSE;0,0575539568345324;0,0677083333333333;0,891156462585034;0,877450980392157;0,449128385942307;0,738775510204082;0,732620320855615;0,613070115724983;0,735537190082645;0,61777382981473;0,60888190929372;0,754029268828423;0,0123456790123457;6,40025744530882;6,40025744530882;2,67831721504744;3,01583177024192;0,00129403404534133;0,00157340924307243;0,0419236979828048;0,03385001612501;11,3984183586113;9,20330657369145;0,0470921391408301;0,036643768102321;12,8036392101974;9,96288541238667;2,62467248207336;0,299150729803112;0,429560697153523;0,0489597833352139;4,02989333365952;0,459312748553153;1,18913953584875;0,135533847524425;44,53665737;43,13731022;0,773;0,746;0,84;0,738;434,498;NA;91,17;6,06;6,84;8,77;8,4;7,71;15,02;15,12;11,29;8,21;7,4;1,21007751937985;12,9;0,00313594263976905;0,00303741094352908;2;2;2;5;1;1;3;2;3;4;5;3;3;3;3;4;5;3;4;NA;NA;NA;NA;Até 20 mil
AVAI;2018;2016;192;94067341;4959;1721586;42842,4;0;0,459675;0,02087837;135942,42525178;27188,485050356;5,67651250620801;168209236;8,57627128035614e-05;0,000120182639805503;3,88708646044525e-05;0,00240589551278406;0;0,0208915315457151;3504305;278;100;0;0;0,818181818181818;0,964912280701754;0,914893617021277;0,692307692307692;0,133333333333333;1,43516871111111;0,0666666666666667;0,785757844444444;0,0363636363636364;0,415728236363636;0,0909090909090909;1,104165;0,441860465116279;32,0342930232558;0,391933815925543;27,6027452307692;TRUE;0,1;0,0636363636363636;0,736363636363636;0,903508771929825;0,730790606981734;0,367272727272727;0,789473684210526;0,51063829787234;0,420968896666932;0,302924330828013;0,430640404465978;0,218427108112301;0;5,62762111369064;5,62762111369064;3,35613934451558;2,31241518080481;0,00162152509355983;0,00120642519095401;0,0389620178787507;0,0262006070218389;10,5931824062812;7,1235481232352;0,0312826696805431;0,0220496079957807;8,5052839694467;5,99495437359495;4,91666990007317;0,86614270552494;1,44703561702719;0,254916309167762;2,82877146323869;0,498329116714718;0,318441867386935;0,056098153054129;22,93230554;20,78647698;0,714;0,674;0,83;0,65;540,689;NA;67,15;7,4;9,32;10,18;8,29;7,16;14,54;13,43;10,61;6,76;5,44;0,729665071770335;16,72;0,00462438103246622;0,00419166706594071;1;2;2;2;4;4;4;5;4;2;2;2;2;3;4;2;3;3;5;NA;NA;NA;NA;Até 20 mil
AVANHANDAVA;2018;2016;193;192604066;11310;1535541;29809,1;0;0;0,02699631;135942,42525178;27188,485050356;7,33988770849776;390357706;0,000199026739710863;0,000274100757451148;3,4670243778461e-05;0,00167398604957078;0;0,0269854266262936;3504404;732;95,7;4,3;0;0,947712418300654;0,939189189189189;0,81151832460733;0,918604651162791;0,0689655172413793;0,653542193103448;0,0206896551724138;0,409182710344828;0,0143884892086331;0,129071899280575;0;0;0,567741935483871;44,1604204064516;0,474683544303797;32,4464300632911;FALSE;0,0448275862068966;0,00719424460431655;0,905228758169935;0,932432432432432;0,512841543303047;0,772549019607843;0,852579852579853;0,350785340314136;0,482558139534884;0,63158523496358;0,152480431289202;0,323292513327668;0,265432098765432;6,59578051396131;6,59578051396131;3,50438644345267;3,39024232988318;0,00169315096075357;0,00176874541568534;0,0464583197149264;0,0343963929868559;12,6313133103394;9,35185816509301;0,0478568171311643;0,0351523375361736;13,0115435712828;9,55738803587325;5,29142560184161;0,72091369949917;2,01197045659525;0,274114609991361;5,67165586278506;0,772716979882225;2,21750032737549;0,302116383171391;39,65792527;36,82940192;0,705;0,688;0,817;0,623;338,37;NA;84,55;6,82;8,22;8,63;12,02;10,52;15,46;12,81;8,89;5,5;3,93;0,626994680851064;15,04;0,0035064478576481;0,00325635737577365;2;2;2;3;5;5;3;4;3;4;4;2;2;2;2;3;3;2;3;NA;NA;NA;NA;Até 20 mil
AVARE;2018;2016;194;1151776773;82934;44296981;88064,8;75,94;0,303199;0,1506175;135942,42525178;27188,485050356;40,95061647072;2400000798;0,00122365801106898;0,002009926809766;0,00100016028873202;0,00494544439980547;0,0138341109024234;0,150498017656287;3504503;4891;97,6;2,3;0,1;0,883972468043264;0,901559454191033;0,871177015755329;0,921370967741935;0,0989988876529477;1,9457943403782;0,0700778642936596;1,14095416351502;0,127567567567568;2,45704379783784;0,08;1,36045126162162;0,508038585209003;39,4906088220793;0,485016648168701;40,4314013762486;FALSE;0,0845383759733037;0,103783783783784;0,809242871189774;0,807992202729045;0,468525889483615;0,542182890855457;0,581073896863371;0,42858547720439;0,474490709247789;0,504141991489129;0,287860372462095;0,309556440164425;0,151234567901235;8,49515206053936;8,49515206053936;3,63233355795675;3,49244461048406;0,00175496885194333;0,00182206603341582;0,131758231323517;0,13392537396501;35,8230670260079;36,41228027911;0,132999529180758;0,134596345779735;36,1605571083543;36,5947073506486;-5,12754944471207;-0,125212997669481;-4,53833619160991;-0,110824612246188;-4,79005936236566;-0,116971605684876;-4,35590912007132;-0,106369805768024;302,39068824;294,43136428;0,767;0,751;0,866;0,695;1213,055;NA;95,73;6,91;7,83;8,12;8,94;8,72;16;13,24;10,95;6,86;5,88;0,864314789687924;14,74;0,00364616066076639;0,00355018887645598;1;1;1;3;1;3;1;2;1;3;4;5;5;5;5;NA;NA;NA;NA;4;4;4;5;50 mil a 150 mil
BADY BASSITT;2018;2016;195;207792037;14603;7998324;8349,9;0;0;0,02841541;135942,42525178;27188,485050356;7,72571949984737;473526112;0,000241430761557249;0,000353907458979586;0,000180590321521285;0,00046890433174135;0;0,0283599746417145;3504602;1055;96,1;3,9;0;0,856115107913669;0,872093023255814;0,917647058823529;1;0,0336134453781513;0,840690672268908;0,0168067226890756;0,157951075630252;0,0133333333333333;0,173617246666667;0,0133333333333333;0,0820279733333335;0,283870967741935;14,9085105032258;0,36864406779661;18,0656301271186;FALSE;0,0252100840336134;0,0133333333333333;0,834532374100719;0,86046511627907;0,510862155242077;0,602877697841727;0,695560253699789;0,657153700189753;0,63135593220339;0,397721567678027;0,685591710973754;0,576644236725041;0,240740740740741;6,96129604591017;6,96129604591017;3,43733130285121;3,11826880552257;0,00166075314231521;0,00162685233619648;0,0499147821787528;0,0388065938704;13,571073090588;10,5509249730061;0,0492876172655563;0,0384675858092127;13,4005564519225;10,4587538169707;5,8453535907406;0,756609606504104;2,8252054731587;0,365688331451138;5,6748369520751;0,734538310922008;2,7330343171233;0,353757901406761;62,66055721;60,20850492;0,746;0,737;0,805;0,701;110,372;NA;93,54;6,46;8,1;7,87;7,94;8,23;17,56;14,81;10,94;6,56;5,46;0,825549450549451;14,56;0,00429093728754366;0,00412302300349243;5;5;2;4;3;3;3;2;3;2;3;2;2;2;2;2;2;3;2;NA;NA;NA;NA;Até 20 mil
BALBINOS;2018;2016;196;26813418;3702;213542;7796,9;0;0,213235;0,00848203;135942,42525178;27188,485050356;2,30613545851671;46864626;2,38942733220922e-05;8,97189216696861e-05;4,82146240116032e-06;0,000437849577139143;0;0,00848691699140661;3504701;86;100;0;0;0,937007874015748;1;0,908277167680005;1;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0,533333333333333;10,4698042;0,266666666666667;9,0951138;0,404328018223235;27,654169038961;0,533333333333333;40,2778953333333;TRUE;0,0780837041719831;0,4;0,863842828374284;0,6;0,0595569188200645;0,673222788098281;0,127272727272727;0,541035260474536;0,466666666666667;0,325633539748452;0,483534128994056;0,296234772978959;0;4,45434729625351;4,45434729625351;0,272555705914423;0,703376572169115;0,000131685806566814;0,00036696317444879;0,00532336169504993;0,00496664317342435;1,44734139863503;1,35035503671101;0,00967599300086649;0,00731941685224411;2,63075591051408;1,99003855664563;-0,858794059881683;-0,372395323401364;-0,955780421805706;-0,414451119198547;0,324620451997367;0,140763826686122;-0,316096901871084;-0,137067794826933;13,2569206;14,38871803;0,669;0,69;0,809;0,537;91,635;NA;32,17;2,43;2,67;3,19;16,29;21,72;27,98;10,7;6,37;3,16;3,32;1,27058823529412;5,1;0,00358101582928147;0,00388674176931388;5;5;2;5;5;1;5;5;5;3;4;5;5;4;5;NA;NA;5;NA;5;5;NA;5;Até 20 mil
